scenario,apport,prix_total,duree_emprunt_ans,horizon_ans,revente_factor,loyer_mois,rendement_label,principal,mensualite_mois,mortgage_paid_total,capital_restant,encaisse_revente,encaisse_Y2,proceeds_at_H,cout_childcare_total,cashflow_immo_an,net_immo_only,net_avec_babs_soir,net_avec_babs_mixte,net_avec_babs_comp,cout_net_total,heures_semaine
SC_trans_rent,10000,100000,10,7,0.98,1000,,90000,882,74051,30177,,10034,54149,12400,-3429,,,,,6552,
SC_trans_sell,10000,100000,10,7,0.95,,2.5%_brut,90000,882,21158,74291,,7453,8128,12400,,,,,,35429,
SC_trans_sell,10000,100000,10,7,0.95,,3.0%_brut,90000,882,21158,74291,,7453,8269,12400,,,,,,35289,
SC_trans_rent,10000,100000,10,7,0.95,600,,90000,882,74051,30177,,7453,51568,12400,-8229,,,,,33134,
SC_trans_rent,10000,100000,10,7,0.95,1000,,90000,882,74051,30177,,7453,51568,12400,-3429,,,,,9134,
SC_trans_sell,10000,100000,15,2,1.0,,2.5%_brut,90000,635,15230,80410,,5637,5637,12400,,,,,,31994,
SC_trans_sell,10000,100000,15,2,1.0,,3.0%_brut,90000,635,15230,80410,,5637,5637,12400,,,,,,31994,
SC_trans_sell,10000,100000,15,2,0.98,,2.5%_brut,90000,635,15230,80410,,3916,3916,12400,,,,,,33715,
SC_trans_sell,10000,100000,15,2,0.98,,3.0%_brut,90000,635,15230,80410,,3916,3916,12400,,,,,,33715,
SC_trans_sell,10000,100000,15,2,0.95,,2.5%_brut,90000,635,15230,80410,,1334,1334,12400,,,,,,36296,
SC_trans_sell,10000,100000,15,2,0.95,,3.0%_brut,90000,635,15230,80410,,1334,1334,12400,,,,,,36296,
SC_trans_sell,10000,100000,15,3,1.0,,2.5%_brut,90000,635,15230,80410,,5637,5735,12400,,,,,,31895,
SC_trans_sell,10000,100000,15,3,1.0,,3.0%_brut,90000,635,15230,80410,,5637,5755,12400,,,,,,31875,
SC_trans_rent,10000,100000,15,3,1.0,600,,90000,635,22845,75373,,5637,10674,12400,-5265,,,,,32221,
SC_trans_rent,10000,100000,15,3,1.0,1000,,90000,635,22845,75373,,5637,10674,12400,-465,,,,,27421,
SC_trans_sell,10000,100000,15,3,0.98,,2.5%_brut,90000,635,15230,80410,,3916,3984,12400,,,,,,33646,
SC_trans_sell,10000,100000,15,3,0.98,,3.0%_brut,90000,635,15230,80410,,3916,3998,12400,,,,,,33632,
SC_trans_rent,10000,100000,15,3,0.98,600,,90000,635,22845,75373,,3916,8953,12400,-5265,,,,,33942,
